中文名,adcode,citycode
刚察县,632224,970.0
黄南藏族自治州,632300,973.0
同仁市,632301,973.0
尖扎县,632322,973.0
泽库县,632323,973.0
河南蒙古族自治县,632324,973.0
海南藏族自治州,632500,974.0
共和县,632521,974.0
同德县,632522,974.0
贵德县,632523,974.0
兴海县,632524,974.0
贵南县,632525,974.0
果洛藏族自治州,632600,975.0
玛沁县,632621,975.0
班玛县,632622,975.0
甘德县,632623,975.0
达日县,632624,975.0
久治县,632625,975.0
玛多县,632626,975.0
玉树藏族自治州,632700,976.0
玉树市,632701,976.0
杂多县,632722,976.0
称多县,632723,976.0
治多县,632724,976.0
囊谦县,632725,976.0
曲麻莱县,632726,976.0
海西蒙古族藏族自治州,632800,977.0
格尔木市,632801,977.0
德令哈市,632802,977.0
茫崖市,632803,977.0
乌兰县,632821,977.0
都兰县,632822,977.0
天峻县,632823,977.0
海西蒙古族藏族自治州直辖,632825,977.0
宁夏回族自治区,640000,
银川市,640100,951.0
银川市市辖区,640101,951.0
兴庆区,640104,951.0
西夏区,640105,951.0
金凤区,640106,951.0
永宁县,640121,951.0
贺兰县,640122,951.0
灵武市,640181,951.0
石嘴山市,640200,952.0
石嘴山市市辖区,640201,952.0
大武口区,640202,952.0
惠农区,640205,952.0
平罗县,640221,952.0
吴忠市,640300,953.0
吴忠市市辖区,640301,953.0
利通区,640302,953.0
红寺堡区,640303,953.0
盐池县,640323,953.0
同心县,640324,953.0
青铜峡市,640381,953.0
固原市,640400,954.0
固原市市辖区,640401,954.0
原州区,640402,954.0
西吉县,640422,954.0
隆德县,640423,954.0
泾源县,640424,954.0
彭阳县,640425,954.0
中卫市,640500,1953.0
中卫市市辖区,640501,1953.0
沙坡头区,640502,1953.0
中宁县,640521,1953.0
海原县,640522,1953.0
新疆维吾尔自治区,650000,
乌鲁木齐市,650100,991.0
乌鲁木齐市市辖区,650101,991.0
天山区,650102,991.0
沙依巴克区,650103,991.0
新市区,650104,991.0
水磨沟区,650105,991.0
头屯河区,650106,991.0
达坂城区,650107,991.0
米东区,650109,991.0
乌鲁木齐县,650121,991.0
克拉玛依市,650200,990.0
克拉玛依市市辖区,650201,990.0
独山子区,650202,990.0
克拉玛依区,650203,990.0
白碱滩区,650204,990.0
乌尔禾区,650205,990.0
吐鲁番市,650400,995.0
高昌区,650402,995.0
鄯善县,650421,995.0
托克逊县,650422,995.0
胡杨河市,659010,992.0
哈密市,650500,902.0
伊州区,650502,902.0
巴里坤哈萨克自治县,650521,902.0
伊吾县,650522,902.0
昌吉回族自治州,652300,994.0
昌吉市,652301,994.0
阜康市,652302,994.0
呼图壁县,652323,994.0
玛纳斯县,652324,994.0
奇台县,652325,994.0
吉木萨尔县,652327,994.0
木垒哈萨克自治县,652328,994.0
博尔塔拉蒙古自治州,652700,909.0
博乐市,652701,909.0
阿拉山口市,652702,909.0
精河县,652722,909.0
温泉县,652723,909.0
巴音郭楞蒙古自治州,652800,996.0
库尔勒市,652801,996.0
轮台县,652822,996.0
尉犁县,652823,996.0
若羌县,652824,996.0
且末县,652825,996.0
焉耆回族自治县,652826,996.0
和静县,652827,996.0
和硕县,652828,996.0
博湖县,652829,996.0
阿克苏地区,652900,997.0
阿克苏市,652901,997.0
温宿县,652922,997.0
库车市,652902,997.0
沙雅县,652924,997.0
新和县,652925,997.0
拜城县,652926,997.0
乌什县,652927,997.0
阿瓦提县,652928,997.0
柯坪县,652929,997.0
克孜勒苏柯尔克孜自治州,653000,908.0
阿图什市,653001,908.0
阿克陶县,653022,908.0
阿合奇县,653023,908.0
乌恰县,653024,908.0
喀什地区,653100,998.0
喀什市,653101,998.0
疏附县,653121,998.0
疏勒县,653122,998.0
英吉沙县,653123,998.0
泽普县,653124,998.0
莎车县,653125,998.0
叶城县,653126,998.0
麦盖提县,653127,998.0
岳普湖县,653128,998.0
伽师县,653129,998.0
巴楚县,653130,998.0
塔什库尔干塔吉克自治县,653131,998.0
和田地区,653200,903.0
和田市,653201,903.0
和田县,653221,903.0
墨玉县,653222,903.0
皮山县,653223,903.0
洛浦县,653224,903.0
策勒县,653225,903.0
于田县,653226,903.0
民丰县,653227,903.0
伊犁哈萨克自治州,654000,999.0
伊宁市,654002,999.0
奎屯市,654003,999.0
霍尔果斯市,654004,999.0
伊宁县,654021,999.0
察布查尔锡伯自治县,654022,999.0
霍城县,654023,999.0
巩留县,654024,999.0
新源县,654025,999.0
昭苏县,654026,999.0
特克斯县,654027,999.0
尼勒克县,654028,999.0
塔城地区,654200,901.0
塔城市,654201,901.0
乌苏市,654202,901.0
额敏县,654221,901.0
沙湾县,654223,901.0
托里县,654224,901.0
裕民县,654225,901.0
和布克赛尔蒙古自治县,654226,901.0
阿勒泰地区,654300,906.0
阿勒泰市,654301,906.0
布尔津县,654321,906.0
富蕴县,654322,906.0
福海县,654323,906.0
哈巴河县,654324,906.0
青河县,654325,906.0
吉木乃县,654326,906.0
石河子市,659001,993.0
阿拉尔市,659002,1997.0
图木舒克市,659003,1998.0
五家渠市,659004,1994.0
北屯市,659005,1906.0
铁门关市,659006,1996.0
双河市,659007,1909.0
可克达拉市,659008,1999.0
昆玉市,659009,1903.0
台湾省,710000,1886.0
香港特别行政区,810000,1852.0
中西区,810001,1852.0
湾仔区,810002,1852.0
东区,810003,1852.0
南区,810004,1852.0
油尖旺区,810005,1852.0
深水埗区,810006,1852.0
九龙城区,810007,1852.0
黄大仙区,810008,1852.0
观塘区,810009,1852.0
荃湾区,810010,1852.0
屯门区,810011,1852.0
元朗区,810012,1852.0
北区,810013,1852.0
大埔区,810014,1852.0
西贡区,810015,1852.0
沙田区,810016,1852.0
葵青区,810017,1852.0
离岛区,810018,1852.0
澳门特别行政区,820000,1853.0
花地玛堂区,820001,1853.0
花王堂区,820002,1853.0
望德堂区,820003,1853.0
大堂区,820004,1853.0
风顺堂区,820005,1853.0
嘉模堂区,820006,1853.0
路凼填海区,820007,1853.0
圣方济各堂区,820008,1853.0
